,store_id,order_id,profit,delivery_distance,planned_prep_time,region_id,order_price,items_count,prepared_on_time
249,8927.0,20562075.0,27.82602278140621,6714.0,20.0,685.0,14.85,1.0,0.0
250,11449.0,20562071.0,2.765,4363.0,20.0,695.0,31.91,1.0,1.0
251,3196.0,20562067.0,43.31099026910215,2132.0,20.0,683.0,72.46,3.0,1.0
254,3496.0,20562063.0,53.212183935122084,1759.0,40.0,683.0,20.009999999999998,2.0,0.0
256,5626.0,20562061.0,48.032,3662.0,20.0,683.0,55.97,3.0,1.0
259,5014.0,20562059.0,80.26400000000001,3699.0,15.0,683.0,270.15,4.0,1.0
263,9319.0,20562055.0,10.428,4598.0,15.0,683.0,42.99,1.0,0.0
264,4645.0,20562047.0,16.546006209228835,3337.0,15.0,703.0,22.53,2.0,1.0
266,4984.0,20562041.0,39.5,766.0,30.0,693.0,75.39,2.0,0.0
268,3754.0,20562039.0,16.432,1300.0,30.0,709.0,19.53,1.0,1.0
269,8201.0,20562035.0,23.808758070566,3353.0,15.0,695.0,39.03,2.0,1.0
271,7077.0,20562033.0,57.275000000000006,4631.0,15.0,683.0,275.43,5.0,1.0
276,3674.0,20562027.0,33.496,8588.0,20.0,695.0,44.67,2.0,1.0
278,4294.0,20562015.0,31.6,5368.0,25.0,707.0,28.2,2.0,1.0
280,6043.0,20562013.0,31.6,2934.0,5.0,707.0,50.35,2.0,1.0
282,3815.0,20562011.0,63.2,5921.0,30.0,695.0,22.72,2.0,1.0
284,6393.0,20562005.0,56.83049178821693,4130.0,35.0,691.0,63.42,3.0,1.0
287,8691.0,20562003.0,1.106,2753.0,10.0,693.0,87.3,1.0,1.0
288,11663.0,20562001.0,56.5452048018642,6176.0,20.0,689.0,84.59,4.0,1.0
292,3739.0,20561999.0,18.17,6048.0,35.0,695.0,220.76,5.0,1.0
297,8283.0,20561995.0,56.2875,3623.0,35.0,683.0,395.39,5.0,1.0
302,11615.0,20561993.0,47.005,3186.0,20.0,683.0,113.27,5.0,1.0
307,10869.0,20561991.0,11.1232,1369.0,20.0,685.0,55.05,3.0,1.0
310,3990.0,20561985.0,65.09600000000002,2925.0,45.0,683.0,179.48999999999998,6.0,0.0
316,9419.0,20561979.0,5.2456000000000005,4182.0,15.0,707.0,9.56,1.0,1.0
317,3496.0,20561975.0,60.04000000000001,6117.0,35.0,683.0,32.97,2.0,1.0
319,10881.0,20561973.0,35.55,1211.0,15.0,707.0,49.08,3.0,1.0
322,10197.0,20561967.0,47.400000000000006,3987.0,25.0,683.0,65.50999999999999,3.0,0.0
325,9319.0,20561965.0,14.22,1799.0,15.0,683.0,46.64,2.0,0.0
327,3496.0,20561961.0,94.8,2535.0,40.0,683.0,45.47,3.0,1.0
330,7733.0,20561957.0,16.195,2782.0,15.0,693.0,13.44,1.0,1.0
331,7401.0,20561951.0,389.312,2365.0,30.0,683.0,125.51,7.0,1.0
338,5138.0,20561947.0,27.808,1772.0,10.0,707.0,41.64,1.0,1.0
339,11575.0,20561931.0,2.765,2693.0,15.0,691.0,8.55,1.0,0.0
340,4939.0,20561927.0,63.832,3549.0,15.0,683.0,17.18,2.0,1.0
342,8201.0,20561923.0,16.985,8737.0,20.0,695.0,41.64,3.0,1.0
345,5959.0,20561921.0,65.728,1168.0,25.0,683.0,31.23,2.0,1.0
347,8377.0,20561915.0,74.3864,5189.0,20.0,695.0,188.4,4.0,0.0
351,11251.0,20561913.0,7.9,4231.0,15.0,689.0,16.66,1.0,1.0
352,3902.0,20561911.0,95.78610883362217,3065.0,40.0,683.0,369.05,6.0,1.0
358,5343.0,20561903.0,100.488,3413.0,20.0,683.0,77.28,4.0,0.0
362,3766.0,20561901.0,13.904000000000003,4066.0,20.0,683.0,86.85,3.0,1.0
365,9591.0,20561893.0,23.7,3821.0,20.0,687.0,134.0,2.0,1.0
367,5343.0,20561887.0,31.6,1271.0,15.0,683.0,23.2,1.0,1.0
368,8283.0,20561885.0,85.00400000000002,2824.0,20.0,683.0,31.72,2.0,1.0
370,5719.0,20561883.0,34.760000000000005,852.0,25.0,683.0,8.55,1.0,0.0
371,8201.0,20561879.0,11.85,1793.0,20.0,695.0,192.19,3.0,1.0
374,8201.0,20561877.0,47.84297974638048,2156.0,20.0,695.0,201.88,4.0,1.0
378,8717.0,20561875.0,1.738,3227.0,10.0,683.0,14.02,1.0,0.0
379,4230.0,20561869.0,23.779,2184.0,25.0,683.0,123.78999999999999,4.0,1.0
383,8721.0,20561867.0,39.895,382.0,30.0,691.0,40.91,2.0,1.0
385,10921.0,20561865.0,62.568,4560.0,33.0,683.0,27.18,1.0,0.0
386,3766.0,20561863.0,37.92000000000001,4167.0,20.0,683.0,51.91,2.0,1.0
388,4755.0,20561859.0,48.664,2056.0,20.0,707.0,35.02,3.0,1.0
391,9277.0,20561857.0,19.276,3986.0,35.0,707.0,115.58,3.0,1.0
394,5343.0,20561855.0,59.25,1732.0,20.0,683.0,92.5,5.0,1.0
399,10825.0,20561847.0,35.550000000000004,5455.0,25.0,683.0,339.51,4.0,1.0
403,3610.0,20561845.0,53.720000000000006,5653.0,20.0,689.0,229.93,3.0,1.0
406,11659.0,20561841.0,21.725,4923.0,15.0,685.0,30.83,1.0,1.0
407,3342.0,20561839.0,25.438,8042.0,40.0,683.0,39.56,2.0,1.0
409,5212.0,20561835.0,23.550761769257406,7321.0,15.0,683.0,7.04,1.0,1.0
410,4939.0,20561825.0,22.752,4455.0,5.0,683.0,7.04,1.0,1.0
411,3503.0,20561823.0,64.464,2988.0,25.0,683.0,71.92,4.0,1.0
415,8283.0,20561819.0,101.436,11468.0,25.0,683.0,157.71,5.0,1.0
420,3754.0,20561809.0,48.585,6150.0,30.0,709.0,70.78,4.0,1.0
424,3598.0,20561807.0,4.74,1983.0,15.0,709.0,3.57,1.0,1.0
425,3999.0,20561799.0,35.155,3920.0,25.0,707.0,76.32,3.0,1.0
428,3342.0,20561787.0,116.92,5772.0,40.0,683.0,140.84,8.0,1.0
436,8455.0,20561783.0,42.028000000000006,3251.0,15.0,693.0,34.75,2.0,1.0
438,4624.0,20561781.0,18.17,6288.0,25.0,707.0,46.65,3.0,1.0
441,4540.0,20561775.0,273.656,3559.0,30.0,685.0,147.04,4.0,0.0
445,3219.0,20561771.0,26.07,1223.0,35.0,685.0,17.61,3.0,1.0
448,6851.0,20561769.0,94.8,7092.0,25.0,683.0,26.09,2.0,1.0
450,9525.0,20561767.0,25.28,6329.0,10.0,683.0,25.720000000000002,2.0,1.0
452,10825.0,20561765.0,84.65099778363128,11954.0,30.0,683.0,116.47,5.0,1.0
457,3766.0,20561763.0,63.7925,3319.0,20.0,683.0,435.42,4.0,1.0
461,4497.0,20561757.0,101.12,8678.0,25.0,707.0,16.24,1.0,1.0
462,3503.0,20561751.0,18.328,6945.0,25.0,683.0,74.46000000000001,3.0,1.0
465,3063.0,20561749.0,18.96,7310.0,25.0,683.0,21.16,1.0,1.0
466,5955.0,20561733.0,68.888,7627.0,25.0,703.0,49.5,2.0,1.0
468,8929.0,20561729.0,5.53,5041.0,15.0,683.0,8.11,1.0,1.0
469,7173.0,20561725.0,15.01,6991.0,30.0,683.0,50.72,2.0,0.0
471,10455.0,20561721.0,17.38,3625.0,10.0,691.0,122.96,2.0,1.0
473,5138.0,20561719.0,17.854,1108.0,20.0,707.0,68.45,3.0,1.0
476,11465.0,20561715.0,2.765,3089.0,25.0,695.0,14.85,1.0,1.0
477,5343.0,20561713.0,47.005,2885.0,20.0,683.0,201.95,3.0,1.0
480,5212.0,20561709.0,9.954,10702.0,15.0,683.0,17.21,3.0,1.0
483,5377.0,20561707.0,13.746000000000002,2156.0,20.0,683.0,47.43,2.0,0.0
485,3866.0,20561705.0,58.776,9321.0,25.0,683.0,245.94,4.0,0.0
489,8569.0,20561703.0,10.112000000000002,8340.0,40.0,685.0,14.84,2.0,1.0
491,3902.0,20561697.0,21.33,2975.0,25.0,683.0,71.92,2.0,1.0
493,5853.0,20561695.0,3.8702103757386794,1482.0,15.0,707.0,23.2,1.0,1.0
494,4649.0,20561693.0,63.2,3571.0,25.0,703.0,154.24,4.0,1.0
498,8929.0,20561691.0,9.48,6247.0,10.0,683.0,30.52,2.0,1.0
500,10935.0,20561689.0,5.925000000000001,1927.0,15.0,707.0,36.16,2.0,1.0
502,11501.0,20561681.0,8.532,3037.0,20.0,703.0,56.730000000000004,2.0,1.0
504,9323.0,20561679.0,47.105771325700516,3993.0,30.0,685.0,38.230000000000004,2.0,1.0
506,5212.0,20561675.0,18.328,1259.0,15.0,683.0,188.84,1.0,1.0
507,6483.0,20561665.0,-0.7138305833950653,1645.0,10.0,707.0,7.56,1.0,1.0
508,10419.0,20561663.0,30.10275526418627,510.0,15.0,685.0,52.769999999999996,2.0,1.0
510,11231.0,20561659.0,15.484000000000002,5577.0,20.0,683.0,45.36,2.0,1.0
512,11419.0,20561657.0,38.93573273250695,5397.0,25.0,693.0,18.8,2.0,1.0
514,3928.0,20561649.0,121.976,2964.0,20.0,695.0,179.01,2.0,0.0
516,11537.0,20561647.0,40.685,2279.0,20.0,683.0,87.21000000000001,3.0,1.0
519,9383.0,20561637.0,39.816,630.0,25.0,695.0,7.22,2.0,1.0
521,3902.0,20561633.0,14.299,1584.0,35.0,683.0,112.03999999999999,3.0,1.0
524,3457.0,20561629.0,10.612421134321266,4211.0,5.0,683.0,51.94,1.0,1.0
525,5343.0,20561623.0,14.4175,6535.0,10.0,683.0,5.74,1.0,1.0
526,8557.0,20561621.0,1.2640000000000002,5712.0,25.0,689.0,12.07,1.0,1.0
527,11901.0,20561609.0,159.89600000000002,4896.0,25.0,697.0,65.52000000000001,2.0,1.0
529,11087.0,20561607.0,46.807500000000005,5688.0,25.0,683.0,31.41,2.0,1.0
531,6483.0,20561603.0,29.072000000000003,1292.0,15.0,707.0,205.5,2.0,1.0
533,3503.0,20561599.0,45.346,3791.0,30.0,683.0,49.9,5.0,1.0
538,3258.0,20561597.0,27.413000000000004,2269.0,25.0,683.0,115.69999999999999,2.0,1.0
540,9143.0,20561593.0,44.87200000000001,9022.0,25.0,693.0,78.99000000000001,3.0,0.0
543,9267.0,20561591.0,17.064,2113.0,10.0,703.0,10.65,1.0,1.0
544,6927.0,20561589.0,39.184000000000005,7611.0,20.0,683.0,29.090000000000003,2.0,1.0
546,3404.0,20561585.0,5.53,2078.0,15.0,683.0,3.57,1.0,1.0
547,8283.0,20561581.0,47.542147636842856,3522.0,20.0,683.0,40.47,3.0,1.0
550,5567.0,20561579.0,1.2640000000000002,8856.0,30.0,685.0,2.77,1.0,1.0
551,3981.0,20561577.0,19.355000000000004,5961.0,30.0,695.0,113.96,4.0,1.0
555,8201.0,20561573.0,82.80940252039272,1625.0,25.0,695.0,259.2,7.0,1.0
562,4031.0,20561571.0,36.34,5501.0,25.0,707.0,29.32,1.0,1.0
563,3554.0,20561567.0,112.18,4231.0,25.0,683.0,51.18,3.0,0.0
566,8619.0,20561565.0,44.84864935940004,210.0,30.0,683.0,20.48,2.0,1.0
568,3739.0,20561559.0,32.8008,4250.0,30.0,695.0,198.4,2.0,1.0
570,11253.0,20561557.0,14.326859488347509,4998.0,20.0,707.0,31.31,1.0,1.0
571,4748.0,20561555.0,4.266,4798.0,15.0,707.0,31.91,1.0,1.0
572,7283.0,20561553.0,17.064,1633.0,15.0,707.0,66.85,1.0,1.0
573,8715.0,20561547.0,38.315,2370.0,20.0,683.0,23.85,3.0,1.0
576,3503.0,20561545.0,31.995,3864.0,25.0,683.0,23.4,2.0,1.0
578,4755.0,20561543.0,47.400000000000006,4315.0,15.0,707.0,100.25999999999999,2.0,1.0
580,3596.0,20561541.0,62.015,8512.0,25.0,683.0,64.43,4.0,1.0
584,5313.0,20561539.0,35.55,4896.0,30.0,695.0,63.14,3.0,1.0
587,8693.0,20561535.0,2.765,3771.0,15.0,687.0,14.85,1.0,1.0
588,3219.0,20561533.0,87.84800000000001,3518.0,35.0,685.0,375.59999999999997,6.0,0.0
594,7709.0,20561529.0,32.232,5557.0,15.0,683.0,133.73,5.0,1.0
599,10503.0,20561527.0,13.8408,4391.0,30.0,685.0,12.07,1.0,1.0
600,3503.0,20561521.0,20.54,2609.0,25.0,683.0,21.16,1.0,1.0
601,4645.0,20561519.0,47.400000000000006,3508.0,15.0,703.0,39.19,2.0,1.0
603,3053.0,20561517.0,38.71,8756.0,35.0,683.0,74.68,5.0,1.0
608,3219.0,20561515.0,46.136,8456.0,35.0,685.0,89.65,5.0,0.0
613,11333.0,20561511.0,11.85,2757.0,30.0,707.0,194.37,1.0,1.0
614,3739.0,20561507.0,37.13,2422.0,30.0,695.0,241.52,4.0,1.0
618,4755.0,20561501.0,39.105,1777.0,20.0,707.0,23.8,2.0,1.0
620,4360.0,20561499.0,24.6954411342831,4022.0,25.0,707.0,25.71,2.0,1.0
622,3206.0,20561495.0,29.625,5801.0,20.0,689.0,23.98,1.0,1.0
623,8919.0,20561493.0,10.665,1288.0,20.0,683.0,198.3,2.0,1.0
625,3496.0,20561485.0,63.2,2328.0,30.0,683.0,17.759999999999998,3.0,1.0
628,11267.0,20561479.0,23.7,2424.0,15.0,683.0,57.04,2.0,0.0
630,6735.0,20561477.0,26.117957689683863,1720.0,15.0,689.0,78.89999999999999,2.0,1.0
632,3686.0,20561475.0,115.656,10313.0,30.0,683.0,45.36,4.0,1.0
636,10641.0,20561467.0,22.61171400231251,4335.0,15.0,685.0,27.18,1.0,1.0
637,3766.0,20561465.0,18.486,6865.0,20.0,683.0,75.53,4.0,1.0
641,3231.0,20561449.0,37.288,658.0,30.0,693.0,117.22,1.0,1.0
642,11831.0,20561445.0,3.634,4462.0,25.0,687.0,21.22,2.0,1.0
644,11819.0,20561435.0,32.43587289455445,1788.0,20.0,707.0,223.8,3.0,1.0
647,11823.0,20561427.0,9.638,2664.0,20.0,707.0,203.02,2.0,1.0
649,3610.0,20561421.0,29.625,16340.0,20.0,689.0,41.64,1.0,1.0
650,10197.0,20561419.0,94.484,4980.0,30.0,683.0,166.68,3.0,1.0
653,5212.0,20561417.0,4.582,5192.0,15.0,683.0,21.47,1.0,1.0
654,5015.0,20561415.0,8.532,7516.0,25.0,683.0,21.75,3.0,0.0
657,9525.0,20561411.0,61.225,3287.0,15.0,683.0,98.2,4.0,1.0
661,10197.0,20561405.0,39.5,1764.0,25.0,683.0,23.119999999999997,2.0,1.0
663,10489.0,20561401.0,54.352,10175.0,20.0,683.0,31.31,1.0,1.0
664,8717.0,20561397.0,15.9975,7814.0,20.0,683.0,259.55,3.0,0.0
667,4230.0,20561395.0,9.2904,6779.0,20.0,683.0,65.03,3.0,1.0
670,4752.0,20561393.0,30.336,1978.0,20.0,683.0,21.16,1.0,1.0
671,11267.0,20561383.0,8.532,2402.0,15.0,683.0,19.11,2.0,1.0
673,3503.0,20561375.0,77.104,7067.0,25.0,683.0,91.14,3.0,1.0
676,11795.0,20561371.0,17.064,3457.0,15.0,707.0,4.69,1.0,1.0
677,5955.0,20561367.0,22.752,1987.0,25.0,703.0,43.71,1.0,1.0
678,4751.0,20561365.0,14.378,5348.0,30.0,691.0,85.4,3.0,1.0
681,10779.0,20561363.0,20.698000000000004,2093.0,30.0,695.0,151.35,3.0,1.0
684,3436.0,20561359.0,37.13,860.0,15.0,683.0,36.09,2.0,1.0
686,7857.0,20561357.0,15.642,10887.0,15.0,691.0,46.93,2.0,1.0
688,6095.0,20561353.0,43.45,14795.0,50.0,687.0,141.28,1.0,1.0
689,11739.0,20561345.0,159.264,3051.0,25.0,685.0,139.79000000000002,4.0,0.0
693,4645.0,20561343.0,14.852,5594.0,15.0,703.0,38.67,3.0,1.0
696,3229.0,20561341.0,19.7105,3695.0,35.0,683.0,169.8,4.0,1.0
700,8007.0,20561327.0,4.2818,567.0,20.0,707.0,194.37,1.0,1.0
701,3360.0,20561321.0,94.8,3368.0,25.0,687.0,96.58999999999999,2.0,1.0
703,10099.0,20561315.0,92.272,1901.0,35.0,685.0,274.0,4.0,1.0
707,10511.0,20561313.0,106.176,5116.0,20.0,683.0,22.1,2.0,0.0
709,8289.0,20561307.0,32.232,2521.0,20.0,689.0,29.32,1.0,1.0
710,11745.0,20561305.0,39.5,5318.0,15.0,683.0,47.68,1.0,1.0
711,4269.0,20561303.0,7.9,4145.0,20.0,709.0,16.24,1.0,1.0
712,11927.0,20561301.0,12.008,1625.0,20.0,689.0,214.85,3.0,1.0
715,3503.0,20561299.0,16.906000000000002,2890.0,25.0,683.0,96.78,2.0,1.0
717,10949.0,20561295.0,31.462,5630.0,15.0,683.0,87.3,1.0,1.0
718,5212.0,20561291.0,7.584,5724.0,20.0,683.0,77.25,2.0,1.0
720,10197.0,20561281.0,31.6,1032.0,20.0,683.0,29.32,1.0,0.0
721,5014.0,20561279.0,30.447148784518504,2819.0,15.0,683.0,33.93,2.0,1.0
723,10427.0,20561277.0,13.272,2494.0,25.0,685.0,34.730000000000004,2.0,0.0
725,10809.0,20561275.0,8.058,6969.0,20.0,695.0,21.16,1.0,1.0
726,11087.0,20561267.0,37.13,5664.0,25.0,683.0,188.84,1.0,1.0
727,3053.0,20561259.0,211.72,5021.0,35.0,683.0,101.88,4.0,1.0
731,11087.0,20561249.0,20.54,5720.0,25.0,683.0,32.57,3.0,1.0
734,3856.0,20561243.0,28.3768,4102.0,10.0,683.0,1.56,1.0,1.0
735,3585.0,20561231.0,34.76,3264.0,25.0,683.0,3.93,1.0,1.0
736,7283.0,20561223.0,23.700000000000003,3125.0,15.0,707.0,121.06,2.0,0.0
738,10489.0,20561221.0,151.048,1562.0,20.0,683.0,73.58,5.0,1.0
743,9217.0,20561215.0,104.912,4594.0,30.0,707.0,70.97,4.0,1.0
747,7851.0,20561209.0,49.296,4796.0,35.0,707.0,188.84,1.0,1.0
748,5719.0,20561207.0,11.06,1403.0,10.0,683.0,1.56,1.0,1.0
749,4748.0,20561201.0,28.835,694.0,30.0,707.0,28.2,3.0,1.0
752,4755.0,20561199.0,36.735,1792.0,20.0,707.0,66.91,2.0,1.0
754,9267.0,20561191.0,25.28,5951.0,20.0,703.0,45.68,2.0,1.0
756,4723.0,20561189.0,51.54,3272.0,30.0,707.0,42.9,2.0,1.0
758,8613.0,20561187.0,207.928,5946.0,15.0,683.0,49.12,3.0,1.0
761,9361.0,20561185.0,7.742000000000001,2396.0,20.0,707.0,48.5,2.0,1.0
763,5014.0,20561179.0,57.4725,3386.0,15.0,683.0,34.51,2.0,1.0
765,10489.0,20561177.0,38.71,767.0,20.0,683.0,45.65,2.0,1.0
767,3766.0,20561175.0,26.07,3789.0,20.0,683.0,31.31,1.0,1.0
768,8223.0,20561173.0,6.636,7790.0,20.0,687.0,31.91,1.0,1.0
769,3818.0,20561169.0,30.02,1514.0,25.0,683.0,82.28,3.0,1.0
772,4751.0,20561167.0,36.024,3234.0,25.0,691.0,12.959999999999999,2.0,1.0
774,5212.0,20561163.0,4.582,13493.0,15.0,683.0,31.91,1.0,1.0
775,7621.0,20561157.0,95.48869975817524,1062.0,30.0,683.0,260.13,7.0,1.0
782,9779.0,20561149.0,159.975,3535.0,30.0,683.0,170.41,5.0,1.0
